,recipe_name,recipe_url,author,cuisine,description,rating,total_time,yield,serving_size,ingredient,calories,sugar,sodium,fat,saturated_fat,carbohydrates,fiber,protein,meal
160,"[<h1 class=""entry-title"" itemprop=""headline"">Macarrones con Queso Vegano de Calabaza</h1>]",https://danzadefogones.com/macarrones-queso-vegano-calabaza/,[],[],"[<p>Si os gusta la pasta, tenéis que probar estos macarrones con queso vegano de calabaza. La salsa no tiene colesterol, es muy cremosa y ligera.</p>]","[<span class=""average"">4.6</span>]","[<span class=""tasty-recipes-total-time"" data-tasty-recipes-customization=""detail-value-color.color"">30 minutos</span>]","[<span class=""tasty-recipes-yield"" data-tasty-recipes-customization=""detail-value-color.color""><span data-amount=""2"">2</span> <span class=""tasty-recipes-yield-scale""><span data-amount=""1"">1</span>x</span></span>]",[],"[<li><span data-amount=""2"">2</span> tazas de calabaza pelada y cortada en dados (<span data-amount=""300"" data-unit=""g"">300 g</span>)</li>, <li><span data-amount=""0.25"">1/4</span> taza de <a href=""https://danzadefogones.com/leche-de-soja/"" target=""_blank"">leche de soja</a> sin endulzar (<span data-amount=""65"">65</span> ml)*</li>, <li><span data-amount=""2"">2</span> cucharadas de aceite de oliva virgen extra**</li>, <li><span data-amount=""1"">1</span> cucharadita de cebolla en polvo</li>, <li><span data-amount=""0.5"">1/2</span> cucharadita de ajo en polvo</li>, <li><span data-amount=""1"">1</span> ó 1 y 1/2 cucharaditas de sal marina</li>, <li><span data-amount=""4"">4</span> cucharadas de levadura nutricional o levadura de cerveza</li>, <li><span data-amount=""1"">1</span> cucharada de zumo de limón</li>, <li><span data-amount=""200"" data-unit=""g"">200 g</span> ó 7 oz de macarrones con o sin gluten</li>, <li>Perejil fresco para decorar (opcional)</li>]",[],[],[],[],[],[],[],[],main_dish
161,"[<h1 class=""entry-title"" itemprop=""headline"">Sopa de Tomate y Alubias</h1>]",https://danzadefogones.com/sopa-tomate-alubias/,[],[],"[<p>Esta sopa de tomate y alubias está para chuparse los dedos, es muy reconfortante y se prepara en menos de 30 minutos. ¡Merece la pena probarla!</p>]","[<span class=""average"">5</span>]","[<span class=""tasty-recipes-total-time"" data-tasty-recipes-customization=""detail-value-color.color"">25 minutos</span>]","[<span class=""tasty-recipes-yield"" data-tasty-recipes-customization=""detail-value-color.color""><span data-amount=""2"">2</span> <span class=""tasty-recipes-yield-scale""><span data-amount=""1"">1</span>x</span></span>]",[],"[<li><span data-amount=""2"">2</span> cucharaditas de aceite de oliva virgen extra</li>, <li><span data-amount=""2"">2</span> dientes de ajo</li>, <li><span data-amount=""0.5"">1/2</span> cebolla</li>, <li><span data-amount=""1"">1</span> lata de tomates (<span data-amount=""800"" data-unit=""g"">800 g</span>)</li>, <li><span data-amount=""200"" data-unit=""g"">200 g</span> de alubias blancas cocinadas o de bote</li>, <li><span data-amount=""1"">1</span> cucharadita de tomillo seco</li>, <li><span data-amount=""1"">1</span> cucharadita de orégano seco</li>, <li><span data-amount=""1"">1</span> cucharadita de sal marina</li>, <li>Pimienta negra al gusto</li>, <li>Alubias blancas, cebolla morada y cebollino para decorar (opcional)</li>]",[],[],[],[],[],[],[],[],main_dish
162,"[<h1 class=""entry-title"" itemprop=""headline"">Arroz Frito Con Patatas Estilo Asiático</h1>]",https://danzadefogones.com/arroz-frito-patatas-estilo-asiatico/,[],[],"[<p>Esta receta de arroz frito con patatas estilo asiático es una de nuestras preferidas y la preparamos casi todas las semanas. Además, es muy económica.</p>]","[<span class=""average"">5</span>]","[<span class=""tasty-recipes-total-time"" data-tasty-recipes-customization=""detail-value-color.color"">1 hora 5 minutos</span>]","[<span class=""tasty-recipes-yield"" data-tasty-recipes-customization=""detail-value-color.color""><span data-amount=""2"">2</span>-<span data-amount=""4"">4</span> <span class=""tasty-recipes-yield-scale""><span data-amount=""1"">1</span>x</span></span>]",[],"[<li><span data-amount=""0.5"">1/2</span> taza de arroz integral (<span data-amount=""100"" data-unit=""g"">100 g</span>)</li>, <li><span data-amount=""3"">3</span> cucharadas de aceite de sésamo</li>, <li><span data-amount=""0.25"">1/4</span> de cucharadita de polvo de cayena ó 4 guindillas cayenas</li>, <li><span data-amount=""0.5"">1/2</span> cebolla roja</li>, <li><span data-amount=""2"">2</span> patatas medianas (<span data-amount=""450"" data-unit=""g"">450 g</span>)</li>, <li><span data-amount=""0.75"">3/4</span> taza de agua (<span data-amount=""190"">190</span> ml)</li>, <li><span data-amount=""1"">1</span> cucharada de tamari o salsa de soja</li>, <li><span data-amount=""1"">1</span> cucharadita de ajo en polvo</li>, <li><span data-amount=""1"">1</span> hoja de alga nori</li>, <li>Semillas de sésamo negro</li>, <li>Pimienta negra en polvo</li>]",[],[],[],[],[],[],[],[],main_dish
163,"[<h1 class=""entry-title"" itemprop=""headline"">Cómo Cocinar Mijo</h1>]",https://danzadefogones.com/como-cocinar-mijo/,[],[],"[<p>Cocinar mijo es muy fácil y sólo necesitas agua, mijo y tamari, salsa de soja o sal. Puedes añadir tus condimentos preferidos para que tenga aún más sabor.</p>]","[<span class=""average"">4.5</span>]","[<span class=""tasty-recipes-total-time"" data-tasty-recipes-customization=""detail-value-color.color"">25 minutos</span>]","[<span class=""tasty-recipes-yield"" data-tasty-recipes-customization=""detail-value-color.color""><span data-amount=""2"">2</span> <span class=""tasty-recipes-yield-scale""><span data-amount=""1"">1</span>x</span></span>]",[],"[<li><span data-amount=""0.5"">1/2</span> taza de mijo (<span data-amount=""100"" data-unit=""g"">100 g</span>)</li>, <li><span data-amount=""1.5"">1 1/2</span> tazas de agua (<span data-amount=""375"">375</span> ml)</li>, <li><span data-amount=""1"">1</span> cucharada de tamari o salsa de soja</li>]",[],[],[],[],[],[],[],[],main_dish
164,"[<h1 class=""entry-title"" itemprop=""headline"">Wok de Noodles Sin Gluten y Verduras</h1>]",https://danzadefogones.com/wok-noodles-sin-gluten-verduras/,[],[],"[<p>Este wok de noodles sin gluten y verduras es un plato perfecto para el día a día porque es muy sencillo, se prepara en muy poco tiempo y está riquísimo.</p>]","[<span class=""average"">5</span>]","[<span class=""tasty-recipes-total-time"" data-tasty-recipes-customization=""detail-value-color.color"">25 minutos</span>]","[<span class=""tasty-recipes-yield"" data-tasty-recipes-customization=""detail-value-color.color""><span data-amount=""2"">2</span> <span class=""tasty-recipes-yield-scale""><span data-amount=""1"">1</span>x</span></span>]",[],"[<li><span data-amount=""175"" data-unit=""g"">175 g</span> de noodles sin gluten (<span data-amount=""6"" data-unit=""oz"">6 oz</span>)</li>, <li><span data-amount=""2"">2</span> cucharadas de aceite de sésamo</li>, <li><span data-amount=""2"">2</span> dientes de ajo</li>, <li><span data-amount=""2"">2</span> guindillas cayenas ó 1/8 de cucharadita de cayena en polvo</li>, <li><span data-amount=""0.5"">1/2</span> cebolla</li>, <li><span data-amount=""1"">1</span> pimiento verde</li>, <li><span data-amount=""1"">1</span> zanahoria</li>, <li><span data-amount=""120"" data-unit=""g"">120 g</span> de lombarda (<span data-amount=""1"">1</span> y <span data-amount=""0.5"">1/2</span> tazas)</li>, <li><span data-amount=""2"">2</span> cucharadas de tamari o salsa de soja</li>, <li><span data-amount=""2"">2</span> cucharaditas de azúcar de coco</li>, <li>Semillas de sésamo (opcional)</li>]",[],[],[],[],[],[],[],[],main_dish
165,"[<h1 class=""entry-title"" itemprop=""headline"">Ensalada de Lentejas</h1>]",https://danzadefogones.com/ensalada-de-lentejas/,[],[],[<p>Es importante incluir las legumbres en nuestra dieta y en los meses de calor las ensaladas son la mejor opción. ¡Esta ensalada de lentejas está riquísima!</p>],"[<span class=""average"">4.8</span>]","[<span class=""tasty-recipes-total-time"" data-tasty-recipes-customization=""detail-value-color.color"">15 minutos</span>]","[<span class=""tasty-recipes-yield"" data-tasty-recipes-customization=""detail-value-color.color""><span data-amount=""2"">2</span>–<span data-amount=""4"">4</span> <span class=""tasty-recipes-yield-scale""><span data-amount=""1"">1</span>x</span></span>]",[],"[<li><span data-amount=""400"" data-unit=""g"">400 g</span> de lentejas cocidas o de bote (<span data-amount=""14"" data-unit=""oz"">14 oz</span>)</li>, <li><span data-amount=""0.25"">1/4</span> taza de cebolla roja (<span data-amount=""35"" data-unit=""g"">35 g</span>)</li>, <li><span data-amount=""0.25"">1/4</span> taza de pimiento rojo (<span data-amount=""35"" data-unit=""g"">35 g</span>)</li>, <li><span data-amount=""0.25"">1/4</span> taza de pimiento verde (<span data-amount=""35"" data-unit=""g"">35 g</span>)</li>, <li><span data-amount=""0.25"">1/4</span> taza de zanahoria (<span data-amount=""40"" data-unit=""g"">40 g</span>)</li>, <li><span data-amount=""0.25"">1/4</span> taza de pepino (<span data-amount=""40"" data-unit=""g"">40 g</span>)</li>, <li><span data-amount=""6"">6</span> tomates cherry</li>, <li><span data-amount=""2"">2</span> puñados de perejil (<span data-amount=""40"" data-unit=""g"">40 g</span>)</li>, <li>El zumo de 1/2 limón</li>, <li><span data-amount=""2"">2</span> cucharadas de aceite de oliva virgen extra</li>, <li><span data-amount=""1"">1</span> cucharadita de sal marina</li>, <li>Pimienta negra al gusto</li>]",[],[],[],[],[],[],[],[],main_dish
166,"[<h1 class=""entry-title"" itemprop=""headline"">Mazorcas de Maíz a la Plancha con Alioli Verde Vegano</h1>]",https://danzadefogones.com/mazorcas-maiz-la-plancha-alioli-verde-vegano/,[],[],[<p>Las mazorcas de maíz son una opción perfecta para las barbacoas porque también se pueden preparar a la plancha o en la parrilla y el alioli está de muerte.</p>],[],"[<span class=""tasty-recipes-total-time"" data-tasty-recipes-customization=""detail-value-color.color"">50 minutos</span>]","[<span class=""tasty-recipes-yield"" data-tasty-recipes-customization=""detail-value-color.color""><span data-amount=""2"">2</span>-<span data-amount=""4"">4</span> <span class=""tasty-recipes-yield-scale""><span data-amount=""1"">1</span>x</span></span>]",[],"[<li><span data-amount=""4"">4</span> mazorcas de maíz</li>, <li>Aceite de oliva virgen extra al gusto (opcional)</li>, <li><span data-amount=""1"">1</span> diente de ajo</li>, <li><span data-amount=""0.25"">1/4</span> taza de <a href=""https://danzadefogones.com/leche-de-soja/"" rel=""noopener"" target=""_blank"">leche de soja</a> (<span data-amount=""65"">65</span> ml)</li>, <li><span data-amount=""0.5"">1/2</span> taza de aceite de girasol sin refinar (<span data-amount=""125"">125</span> ml)</li>, <li><span data-amount=""1"">1</span> cucharadita de vinagre de manzana</li>, <li>Sal marina al gusto</li>, <li><span data-amount=""0.5"">1/2</span> taza de espinacas crudas (<span data-amount=""15"" data-unit=""g"">15 g</span>)</li>]",[],[],[],[],[],[],[],[],main_dish
167,"[<h1 class=""entry-title"" itemprop=""headline"">Porra Antequerana</h1>]",https://danzadefogones.com/porra-antequerana/,[],[],"[<p>La porra antequerana es una sopa fría de tomate típica de Antequera. Es más espesa que el salmorejo y el gazpacho y no tiene nada que envidiarles, ¡está de muerte!</p>]",[],"[<span class=""tasty-recipes-total-time"" data-tasty-recipes-customization=""detail-value-color.color"">10 minutos</span>]","[<span class=""tasty-recipes-yield"" data-tasty-recipes-customization=""detail-value-color.color""><span data-amount=""4"">4</span>-<span data-amount=""8"">8</span> <span class=""tasty-recipes-yield-scale""><span data-amount=""1"">1</span>x</span></span>]",[],"[<li><span data-amount=""2"">2</span> dientes de ajo</li>, <li><span data-amount=""1"">1</span> kilo de tomates maduros (2,<span data-amount=""2"">2</span> libras)</li>, <li><span data-amount=""2"">2</span> pimientos verdes</li>, <li><span data-amount=""4"">4</span> cucharadas de aceite de oliva virgen extra</li>, <li><span data-amount=""4"">4</span> cucharadas de vinagre de manzana</li>, <li><span data-amount=""1"">1</span> cucharadita de sal marina</li>, <li><span data-amount=""160"" data-unit=""g"">160 g</span> de pan de centeno (5,<span data-amount=""5"" data-unit=""oz"">5 oz</span>)</li>]",[],[],[],[],[],[],[],[],main_dish
168,[],https://danzadefogones.com/politica-de-privacidad/,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],main_dish
169,"[<h1 class=""entry-title"" itemprop=""headline"">Pasta Arrabiata</h1>]",https://danzadefogones.com/pasta-arrabiata/,[],[],"[<p>La pasta arrabiata es una receta muy sencilla que está riquísima. Es un plato muy picante, típico de la cocina italiana y es una de mis pastas preferidas.</p>]","[<span class=""average"">5</span>]","[<span class=""tasty-recipes-total-time"" data-tasty-recipes-customization=""detail-value-color.color"">20 minutos</span>]","[<span class=""tasty-recipes-yield"" data-tasty-recipes-customization=""detail-value-color.color""><span data-amount=""2"">2</span>-<span data-amount=""4"">4</span> <span class=""tasty-recipes-yield-scale""><span data-amount=""1"">1</span>x</span></span>]",[],"[<li><span data-amount=""200"" data-unit=""g"">200 g</span> de pasta (<span data-amount=""7"" data-unit=""oz"">7 oz</span>)</li>, <li><span data-amount=""2"">2</span> cucharadas de aceite de oliva virgen extra</li>, <li><span data-amount=""2"">2</span> dientes de ajo</li>, <li><span data-amount=""0.5"">1/2</span> cucharadita de polvo de cayena u 8 guindillas cayenas</li>, <li><span data-amount=""12"">12</span> tomates secos hidratados</li>, <li><span data-amount=""1"">1</span> cucharada de orégano seco</li>, <li><span data-amount=""1"">1</span> lata de tomates de lata de 800 g (<span data-amount=""28"" data-unit=""oz"">28 oz</span>)</li>, <li><span data-amount=""2"">2</span> cucharadas de tomate concentrado</li>, <li><span data-amount=""0.25"">1/4</span> cucharadita de sal marina</li>, <li><a href=""https://danzadefogones.com/queso-parmesano-vegano/"" target=""_blank"">Parmesano vegano</a> y perejil picado para decorar</li>]",[],[],[],[],[],[],[],[],main_dish
170,"[<h1 class=""entry-title"" itemprop=""headline"">Rollitos Vietnamitas</h1>]",https://danzadefogones.com/rollitos-vietnamitas/,[],[],"[<p>Los rollitos vietnamitas son muy refrescantes y fáciles de preparar. Podéis usar vuestras verduras, ingredientes o salsas preferidas, ¡siempre están ricos!</p>]","[<span class=""average"">5</span>]","[<span class=""tasty-recipes-total-time"" data-tasty-recipes-customization=""detail-value-color.color"">30 minutos</span>]","[<span class=""tasty-recipes-yield"" data-tasty-recipes-customization=""detail-value-color.color""><span data-amount=""1"">1</span>-<span data-amount=""2"">2</span> <span class=""tasty-recipes-yield-scale""><span data-amount=""1"">1</span>x</span></span>]",[],"[<li><span data-amount=""200"" data-unit=""g"">200 g</span> de tofu cortado en láminas (<span data-amount=""7"">7</span> onzas)</li>, <li><span data-amount=""6"">6</span> papeles de arroz</li>, <li><span data-amount=""1"">1</span> zanahoria en juliana</li>, <li><span data-amount=""3"">3</span> hojas de lechuga romana</li>, <li><span data-amount=""100"" data-unit=""g"">100 g</span> de lombarda en juliana (3,<span data-amount=""5"">5</span> onzas)</li>, <li>Semillas de sésamo negro para decorar</li>, <li><span data-amount=""2"">2</span> cucharadas de tahini</li>, <li><span data-amount=""1"">1</span> cucharada de vinagre de manzana</li>, <li><span data-amount=""1"">1</span> cucharada de azúcar de coco</li>, <li><span data-amount=""1"">1</span> cucharada de <a href=""https://danzadefogones.com/ketchup-saludable/"" target=""_blank"">ketchup</a></li>, <li><span data-amount=""1"">1</span> cucharada de agua</li>, <li><span data-amount=""1"">1</span> cucharadita de tamari o salsa de soja</li>]",[],[],[],[],[],[],[],[],main_dish
